k,m,u_mass,c_v,c_uci,c_npmi,alpha,eta
20,20,-2.8406952076925966,0.22424346390719005,-0.13040142903997304,-0.01627681188516273,250,0.01
20,30,-3.079474646393701,0.22761616902783519,-0.13795938188991286,-0.016203071329790913,250,0.01
20,10,-2.5317131181164894,0.2454837014045892,-0.14619778587874416,-0.019588013786490742,250,0.1
20,20,-2.8309395230661347,0.22434909104016681,-0.1285884816001247,-0.016108960481520582,250,0.1
20,30,-3.0618607613346702,0.22774284068574913,-0.13571083569775627,-0.01606883610819199,250,0.1
20,10,-2.5330358811740306,0.24541328891565978,-0.14754552708125923,-0.01985169667218807,250,0.5
20,20,-2.822525702495885,0.21736372813173208,-0.13671194671391335,-0.017597575554484605,250,0.5
20,30,-3.0591889776786663,0.22676108036164533,-0.13601932378868192,-0.01611414641023572,250,0.5
20,10,-2.5310845285437042,0.23911968391629404,-0.15552026775017555,-0.021550177150036424,250,1.0
20,20,-2.823325059318401,0.21785077937287026,-0.13567386620564706,-0.017478524705129346,250,1.0
20,30,-3.0557451813126746,0.22611779487606384,-0.13732700232952555,-0.016340963316596034,250,1.0
25,10,-4.312139821303069,0.4324555966382305,-0.39013565685316237,0.008798783852303847,1,0.001
25,20,-6.2904590155102,0.35538890467777173,-1.8819963863386928,-0.05653426971749031,1,0.001
25,30,-7.4698742611655895,0.3524612391936649,-2.8881817669903462,-0.09576319628433977,1,0.001
25,10,-4.428266432826097,0.43089817251055246,-0.46525546348764457,0.006444998655136995,1,0.01
25,20,-6.267616007438262,0.36001106742952876,-1.861107376774249,-0.05438679900303857,1,0.01
25,30,-7.518972990636708,0.3558479111794608,-2.905645625790986,-0.0957013889312041,1,0.01
25,10,-4.650736454296201,0.4341936025674967,-0.6824358574240663,0.0009550734987123237,1,0.1
25,20,-6.311369840199315,0.36091114673967517,-2.0116290560868753,-0.06020705832528405,1,0.1
25,30,-7.604357085444723,0.3604160726354768,-3.0463627226935186,-0.10022342099868531,1,0.1
25,10,-5.291685733280478,0.4056735301309732,-1.1730422354611472,-0.016755166302780823,1,0.5
25,20,-7.2554386856511455,0.3696450916331176,-2.77153049304348,-0.08459424375521968,1,0.5
25,30,-8.673658704228085,0.4141615890201617,-3.8992913190373946,-0.12826777964603603,1,0.5
25,10,-7.269877834342884,0.3697497013937361,-2.8884121715545734,-0.08052482295356106,1,1.0
25,20,-9.92212830607569,0.44359686916265306,-4.973418608026742,-0.16015040781917603,1,1.0
25,30,-11.316032899990846,0.49814762277286184,-5.932237193493432,-0.19646634492704115,1,1.0
25,10,-4.526727740194001,0.4211681803249523,-0.3871590968721227,0.001925475985694524,10,0.001
25,20,-7.126892178089104,0.2952547261041868,-2.522174994952916,-0.08349138194014585,10,0.001
25,30,-9.54286632843383,0.3554533981206554,-4.569028541378677,-0.1554359059105826,10,0.001
25,10,-4.490495383693358,0.4240300661854466,-0.36396405261686077,0.003517290318070605,10,0.01
25,20,-7.079298695936356,0.29576455469066004,-2.490207025071534,-0.08250442151400952,10,0.01
25,30,-9.5961818180284,0.3560179277285658,-4.611473022616177,-0.1569381075835794,10,0.01
25,10,-4.660078768151707,0.42091216954756805,-0.4484708337197819,-0.0003297480273442779,10,0.1
25,20,-7.166203270546509,0.2986965161996834,-2.566157413298549,-0.08410771433753667,10,0.1
25,30,-9.66513361201105,0.3621967859169881,-4.676179968688683,-0.1584101615771489,10,0.1
25,10,-5.3128016458118665,0.3970665480213487,-1.0230994425876465,-0.021250588436871422,10,0.5
25,20,-7.600995986081463,0.3301666726598678,-2.9997934857316353,-0.09521146814376077,10,0.5
25,30,-10.143254475416166,0.4069769925426599,-5.041265505108214,-0.1692988092894538,10,0.5
25,10,-6.635162222637173,0.34983261947613115,-2.369178585125101,-0.07130350470753498,10,1.0
25,20,-9.36412938698166,0.3734020084154621,-4.4836989687733055,-0.147194391311638,10,1.0
25,30,-11.390177532780037,0.4576479517405456,-6.0240405074812635,-0.2029102203260386,10,1.0
25,10,-2.5998127492934566,0.26102624715099676,-0.1452978740015777,-0.017543558898429137,50,0.001
25,20,-2.911422924690837,0.25006771109558307,-0.11671653097045236,-0.01229021486380033,50,0.001
25,30,-3.16054360867593,0.25160504318424276,-0.13388017694277174,-0.012387169988127479,50,0.001
25,10,-2.5962440838033087,0.2617944955037641,-0.1424495826509669,-0.017142844578008815,50,0.01
25,20,-2.912890547123213,0.2496131239092388,-0.11692910014152362,-0.012342118534329007,50,0.01
25,30,-3.1610838780083346,0.2502830250613794,-0.13526288600947964,-0.012607026924016192,50,0.01
25,10,-2.5434799982604464,0.2637529047088429,-0.1275529382852693,-0.015854627174954096,50,0.1
25,20,-2.8922687369632216,0.24973125533795965,-0.10818222560068666,-0.011329507043538675,50,0.1
25,30,-3.1096936534225854,0.250228095019092,-0.11567597495888171,-0.011897945979585182,50,0.1
25,10,-2.5433715858150663,0.2634243512584123,-0.1276109969268502,-0.015891369623971953,50,0.5
25,20,-2.8438332189080815,0.2431507973125048,-0.11308334193346545,-0.012838319712025698,50,0.5
25,30,-3.079120911348797,0.24024281902339475,-0.12198785305480735,-0.01363596987618675,50,0.5
25,10,-2.5394443622254297,0.25852410212542337,-0.13317040298818972,-0.017139841151341564,50,1.0
25,20,-2.8365447432028263,0.23849538154011163,-0.11671085645045984,-0.013556283138391483,50,1.0
25,30,-3.0766077623998918,0.23859404966807551,-0.12319845389281768,-0.013829451233237144,50,1.0
25,10,-2.5704784371494838,0.24939600164255946,-0.14992636436588497,-0.019593025093318315,100,0.001
25,20,-2.8659911049981344,0.23217095097746962,-0.12508334811220315,-0.014576808775476364,100,0.001
25,30,-3.0971668295479504,0.23275923230219198,-0.13676789103896764,-0.015359166422107561,100,0.001
25,10,-2.553378619370731,0.2477385127579111,-0.14950157569948555,-0.01963714224960518,100,0.01
25,20,-2.868163408513329,0.23217095097746962,-0.12508334811220315,-0.014576808775476364,100,0.01
25,30,-3.09806522802346,0.23275923230219198,-0.13676789103896764,-0.015359166422107561,100,0.01
25,10,-2.5435579736502714,0.2505861757921555,-0.1437321126262086,-0.019293888795603325,100,0.1
25,20,-2.8366912270686946,0.23225562092673868,-0.12108729326658403,-0.014378823509542974,100,0.1
25,30,-3.0786305981465576,0.22771886872443095,-0.1383052596757385,-0.01618341507519703,100,0.1
25,10,-2.5374355232452652,0.24516406638235363,-0.14803207447964878,-0.019981028694188142,100,0.5
25,20,-2.839213722645331,0.2320146687891268,-0.12114208971706003,-0.014408286184486838,100,0.5
25,30,-3.0707594534197393,0.22584331794644286,-0.13784004475550785,-0.016345237366814723,100,0.5
25,10,-2.531317121104731,0.245719991295252,-0.14545139437402002,-0.019498809233829156,100,1.0
25,20,-2.8368823551821487,0.22808212040876072,-0.12480211455719098,-0.015058241779756575,100,1.0
25,30,-3.0669641302205575,0.22364418513387932,-0.14014052021689405,-0.016800052790994485,100,1.0
25,10,-2.548119289509648,0.24046899666803032,-0.15968930220760102,-0.021872975057502044,250,0.001
25,20,-2.855961284992591,0.22947688194783314,-0.12645383549006747,-0.015239118376619246,250,0.001
25,30,-3.094171306959621,0.2264982597767556,-0.14464944818991143,-0.016708459894281876,250,0.001
25,10,-2.5515394699893283,0.24046899666803032,-0.15968930220760102,-0.021872975057502044,250,0.01
25,20,-2.8573810090983653,0.22947688194783314,-0.12645383549006747,-0.015239118376619246,250,0.01
25,30,-3.0899105163990486,0.22669927066211162,-0.14415676774775832,-0.016665268216663767,250,0.01
25,10,-2.541196056120082,0.2411102038264374,-0.15245217777509384,-0.021094475256891027,250,0.1
25,20,-2.8412066708173067,0.22732782890903686,-0.1277748436553284,-0.01567100087163664,250,0.1
25,30,-3.064354653924893,0.22631331702938995,-0.1369300212886928,-0.016278342947505745,250,0.1
25,10,-2.5248238324609984,0.241119346540749,-0.15234460900513855,-0.021073601040524647,250,0.5
25,20,-2.8276032065174403,0.21581648391043104,-0.13804368413170942,-0.017674378964629173,250,0.5
25,30,-3.0661333445455976,0.2252410841909871,-0.13807550487064146,-0.016446411001099673,250,0.5
25,10,-2.515289263447462,0.24262984818037692,-0.14936539969583448,-0.02050893735014849,250,1.0
25,20,-2.8239714903861257,0.21367139558312004,-0.140748016659598,-0.018255256919988704,250,1.0
25,30,-3.0616909662932397,0.22561345310190492,-0.13792142630036525,-0.016435380720487894,250,1.0
30,10,-4.7939630763068175,0.4352815188365385,-0.7200671712278878,-0.000403879070307984,1,0.001
30,20,-6.622146216304497,0.3510057035811173,-2.1910326869682515,-0.06523432088909924,1,0.001
30,30,-8.309469640548361,0.3651969019722134,-3.590653085685725,-0.11897468599513514,1,0.001
30,10,-4.861536025787037,0.42496122452554735,-0.7269244979719218,-0.0006707214980426757,1,0.01
30,20,-6.619634769571529,0.34621168664406493,-2.1891338785752574,-0.06488294584908384,1,0.01
30,30,-8.246815234409098,0.36419226743233,-3.5654472346783406,-0.1187118088113208,1,0.01
30,10,-4.987586931217697,0.41084965640199517,-0.8474300405066884,-0.007320430121940793,1,0.1
30,20,-6.898349126044628,0.3567217558017162,-2.441411601113839,-0.07294803146983334,1,0.1
30,30,-8.399374664213314,0.3792490026496392,-3.7242590064757297,-0.12329144434732062,1,0.1
30,10,-6.362027509200228,0.39039615019558804,-2.026786065103847,-0.05170549270593307,1,0.5
30,20,-8.584518241003757,0.3773886437071129,-3.9382792273405305,-0.12637111658003505,1,0.5
30,30,-10.286058782841858,0.447338105042309,-5.267892589726978,-0.17552833851792868,1,0.5
30,10,-8.272239689063188,0.37905948269876283,-3.7112816578997387,-0.10783771305828904,1,1.0
30,20,-11.182455075784356,0.45084005390828813,-5.900085052297606,-0.19100539817445214,1,1.0
30,30,-12.641556084993846,0.5196073715514407,-6.828884292976847,-0.2253739903015326,1,1.0
30,10,-5.442679899918179,0.38805730158123264,-1.0146264818054267,-0.022637392505556166,10,0.001
30,20,-8.460609924523009,0.2982467961600991,-3.601747000366733,-0.12118325022132373,10,0.001
30,30,-11.70226862504371,0.42961354218578374,-6.293777110926341,-0.21579174101317894,10,0.001
30,10,-5.460035624371373,0.3885892203724505,-1.0304050654892494,-0.02348553618126248,10,0.01
30,20,-8.462233843936136,0.2988188299357038,-3.612769631827342,-0.12149477568582259,10,0.01
30,30,-11.688836837869559,0.4310461228014862,-6.2729493437399215,-0.21500258313954312,10,0.01
30,10,-5.335655130225033,0.39212693740288185,-0.9343030308819489,-0.018256452602211152,10,0.1
30,20,-8.386380120013875,0.30224566398173464,-3.5442443079744117,-0.11752748408248163,10,0.1
30,30,-11.43214809354124,0.4179997246825478,-6.0897137311630365,-0.20745997173640626,10,0.1
30,10,-5.6323809402343885,0.3857693617895713,-1.2236841558302962,-0.025225138745137175,10,0.5
30,20,-9.001020652318354,0.3545679272097832,-4.079633138855605,-0.13186607681427745,10,0.5
30,30,-11.622258411812554,0.4398570671433419,-6.241745043224993,-0.21073650827833376,10,0.5
30,10,-7.011783835247944,0.3871556480181887,-2.5271023239217882,-0.06898988556337035,10,1.0
30,20,-10.002319247517278,0.3995845222790248,-4.878180957600713,-0.15821450656673872,10,1.0
30,30,-11.866134229880778,0.47351391160254536,-6.314407922379853,-0.21051710635850115,10,1.0
30,10,-2.5927733257954975,0.2799615352217552,-0.13017141977096308,-0.014729258054528878,50,0.001
30,20,-2.948729772557546,0.2591154589325194,-0.11998820282308126,-0.011128517014458383,50,0.001
30,30,-3.202681623339763,0.2573202279093,-0.1507825087764352,-0.01213277367915974,50,0.001
30,10,-2.5955777571173737,0.2799615352217552,-0.13017141977096308,-0.014729258054528878,50,0.01
30,20,-2.9527595953990775,0.2575745018225953,-0.12374811416956583,-0.011687691670985295,50,0.01
30,30,-3.2063093844730326,0.2569477767561775,-0.15366649725656006,-0.01223212912049822,50,0.01
30,10,-2.6222776643086663,0.28498348754810476,-0.12823328551482413,-0.01369784478589506,50,0.1
30,20,-2.9287293564498214,0.2556694514941764,-0.12075874336345464,-0.01197511454715578,50,0.1
30,30,-3.191496970676755,0.26082860551968245,-0.1391788876418166,-0.011326697661309214,50,0.1
30,10,-2.5396304463744417,0.28154136147654657,-0.11411821191640474,-0.013085247033606164,50,0.5
30,20,-2.8553380670627098,0.25575042221554517,-0.10258102585563005,-0.010779890099835722,50,0.5
30,30,-3.0780287926834697,0.24974891017563922,-0.11113687014052367,-0.011786549938858899,50,0.5
30,10,-2.5434837349408226,0.2799050986532697,-0.11631307830717806,-0.013431627974750695,50,1.0
30,20,-2.8413813534690835,0.2448446620887525,-0.11353754128977142,-0.012921877193681857,50,1.0
30,30,-3.079082707829426,0.24671082081852785,-0.11464416097191046,-0.01238214010637983,50,1.0
30,10,-2.5716485891744485,0.25544818345301123,-0.1467524332367338,-0.01859768449584346,100,0.001
30,20,-2.8584254058861633,0.24119948690914988,-0.11848971075114936,-0.013432693930159188,100,0.001
30,30,-3.1131859527795154,0.24065042779474444,-0.13567123863203728,-0.01421700239871663,100,0.001
30,10,-2.577033841666865,0.2554481834530112,-0.1467524332367338,-0.01859768449584346,100,0.01
30,20,-2.863558624196323,0.23998050940848908,-0.12073043193357202,-0.013711251354929649,100,0.01
30,30,-3.1074760934484664,0.24166133951713015,-0.13000359270654518,-0.013948970619853817,100,0.01
30,10,-2.5350325416495996,0.254067404318942,-0.13961938368133692,-0.018317287576556388,100,0.1
30,20,-2.8430542356948356,0.2365195704403278,-0.12171891353475499,-0.014396845162957746,100,0.1
30,30,-3.102638289506186,0.24096923821166108,-0.1285121790261622,-0.013979416993877447,100,0.1
30,10,-2.5238266536063323,0.24312328989663262,-0.1504192379317,-0.020755498676841132,100,0.5
30,20,-2.8341215234818242,0.2341091655116359,-0.12183991878154445,-0.014689736402005998,100,0.5
30,30,-3.0717989738277427,0.23400783692871274,-0.12999891844604164,-0.015047386690919018,100,0.5
30,10,-2.5206521786292577,0.2412959211488503,-0.15116706063169646,-0.020908584762483747,100,1.0
30,20,-2.8314953674356165,0.23400678394471583,-0.12220264232661372,-0.014775829702498048,100,1.0
30,30,-3.0732725032424213,0.22964483717706566,-0.13445000294626736,-0.015768336158667663,100,1.0
30,10,-2.5332671841561227,0.2414377380173024,-0.15487338420262584,-0.021068787594541855,250,0.001
30,20,-2.8580419478439696,0.23467855309124108,-0.1241059812429942,-0.014674628610518626,250,0.001
30,30,-3.0890221111213694,0.23121841693139847,-0.136096869244924,-0.015663422113585363,250,0.001
30,10,-2.5333377350504813,0.2414377380173024,-0.15487338420262584,-0.021068787594541855,250,0.01
30,20,-2.8614064642532333,0.23324005613779847,-0.12648492372178002,-0.014976041042766662,250,0.01
30,30,-3.088335895183016,0.2308754941736253,-0.1373929618999061,-0.01579986907526382,250,0.01
30,10,-2.5317183755562214,0.24170453014527526,-0.15116859064481558,-0.02072871477548549,250,0.1
30,20,-2.837037956538568,0.23333490891474404,-0.12180815504565143,-0.014731058869358686,250,0.1
30,30,-3.0834474685296493,0.23119968492052134,-0.13503221159405912,-0.015644361637395483,250,0.1
30,10,-2.516950452376216,0.24131570990730858,-0.15127314112587803,-0.020850324033457754,250,0.5
30,20,-2.834733978025795,0.2291401482600405,-0.12621300912738714,-0.015562881083633491,250,0.5
30,30,-3.0679583937808377,0.22903182205592293,-0.13476033508363824,-0.01586429640109845,250,0.5
30,10,-2.5183180280679047,0.24148096462923443,-0.15071754943980517,-0.020768889605761752,250,1.0
30,20,-2.8218501173268535,0.22039930355912624,-0.1338739185577585,-0.017169606202029303,250,1.0
30,30,-3.0636980862023586,0.22755018155936063,-0.13578334252203886,-0.01601328053409728,250,1.0
35,10,-5.306462566452665,0.4087619772219027,-1.0412488265167592,-0.015313555443504212,1,0.001
35,20,-7.667174290095753,0.3193999703548035,-3.0111561757009384,-0.09547044132965425,1,0.001
35,30,-9.92236015725219,0.39286971315109714,-4.876611449396578,-0.16522658411919003,1,0.001
35,10,-5.404265591492666,0.4057808093310506,-1.1111574580401111,-0.018292920478525553,1,0.01
35,20,-7.857186088281357,0.32660426672803294,-3.169139555872681,-0.1008804155199622,1,0.01
35,30,-9.755911962630377,0.39444428993930497,-4.766128875655341,-0.16145864439880495,1,0.01
35,10,-5.592897047174644,0.39513137879757937,-1.3202709618115538,-0.025238778830426706,1,0.1
35,20,-7.687586472947893,0.33245514921306885,-3.0509280056991064,-0.09576998829681763,1,0.1
35,30,-9.881727569204116,0.3925189697045429,-4.84140363376486,-0.16245466068796,1,0.1
35,10,-6.433121940662655,0.3771458989372608,-1.9843311681058209,-0.043367050411074096,1,0.5
35,20,-9.433723720139113,0.3881720073151283,-4.557921058193649,-0.1449157732605013,1,0.5
35,30,-11.360548012269057,0.4765771342559589,-6.053988456741483,-0.2016484085297425,1,0.5
35,10,-9.276573924624715,0.34198950929289595,-4.434965207840415,-0.1315678368778186,1,1.0
35,20,-12.258284293138848,0.45810846623927953,-6.661652260166758,-0.21559505970851467,1,1.0
35,30,-13.594604638619447,0.5372996681700939,-7.47313767576653,-0.24669441683665058,1,1.0
35,10,-5.693890696368203,0.37073452330997203,-1.2205290755446798,-0.03376364361150062,10,0.001
35,20,-9.860625001552041,0.333885525747261,-4.802554861152473,-0.16374650634914667,10,0.001
35,30,-12.917074599376937,0.47722139550137266,-7.238755027313256,-0.25019341999605865,10,0.001
35,10,-5.629612686522104,0.3705442654468013,-1.1968709013455523,-0.032741826888565514,10,0.01
35,20,-9.913765567990074,0.3343445975309942,-4.8520920992839915,-0.1657812659444459,10,0.01
35,30,-12.927058184503572,0.4775233891201258,-7.254539105875831,-0.2507155576296058,10,0.01
35,10,-5.798240295299408,0.3651047240471934,-1.2752692481526617,-0.03486318057917944,10,0.1
35,20,-9.57302918431539,0.3288458314315483,-4.56242329363715,-0.15436565115256343,10,0.1
35,30,-12.51430027218841,0.4608781329538597,-6.960979927463022,-0.2388790008333704,10,0.1
35,10,-6.303839087618223,0.35735813123266513,-1.7752051415240486,-0.050364223748282824,10,0.5
35,20,-10.264266861620522,0.3722277216442292,-5.1192823213336345,-0.17165418037070826,10,0.5
35,30,-12.778491799722707,0.4815498757436501,-7.119571516013266,-0.2430325727295489,10,0.5
35,10,-7.53913549249073,0.3583628062901509,-2.9203834999021536,-0.08447939919284693,10,1.0
35,20,-11.051025359971854,0.41561156415439865,-5.7417734018617965,-0.18932364502114052,10,1.0
35,30,-13.149886790437787,0.5098050970452466,-7.305943097488114,-0.24645756311832956,10,1.0
35,10,-2.6900586893581884,0.30845899159442214,-0.09704526559259737,-0.008010737087226348,50,0.001
35,20,-3.0038505981306924,0.265345569590127,-0.12893647911069742,-0.010272669512351649,50,0.001
35,30,-3.319822112382532,0.2636508567907372,-0.2202027891013473,-0.014211014379102806,50,0.001
35,10,-2.701991173299118,0.30746543715966934,-0.1029621836402622,-0.008627672092315092,50,0.01
35,20,-3.0140285253060175,0.2664764572170759,-0.1292983717615718,-0.01024126354760456,50,0.01
35,30,-3.3096256651981553,0.26395867781209853,-0.21138919556081093,-0.014056980432651087,50,0.01
35,10,-2.64488477421995,0.3004933242478253,-0.11243217369800132,-0.009962264637202185,50,0.1
35,20,-3.0258464197375696,0.2616405761779636,-0.15201757017488332,-0.011306512450503105,50,0.1
35,30,-3.2848172448266877,0.2604787438205088,-0.21529969821804892,-0.014338648848363023,50,0.1
35,10,-2.540318519841667,0.2872745576168194,-0.10828976161050563,-0.01195206057228441,50,0.5
35,20,-2.856945195328677,0.2497127554079721,-0.10506022114921626,-0.011221041846309275,50,0.5
35,30,-3.0852048749144014,0.2519234367286088,-0.10943201876481773,-0.011507716032041536,50,0.5
35,10,-2.538386722823726,0.2882271002400808,-0.10564475167905152,-0.011446849916238584,50,1.0
35,20,-2.852214926555403,0.2500700224683381,-0.10453330348693482,-0.01123671588682806,50,1.0
35,30,-3.076432943420328,0.24486450370315985,-0.11629760794879075,-0.012673406023180123,50,1.0
35,10,-2.604404071030574,0.2607091961919098,-0.13851569343062112,-0.016927397424874653,100,0.001
35,20,-2.8961437340155185,0.24119094700376723,-0.12480441470390691,-0.013417301332589775,100,0.001
35,30,-3.191178550823694,0.24580947046880616,-0.1702034415611087,-0.014779853160113758,100,0.001
35,10,-2.6254056188109165,0.26164205987830824,-0.14031731172205045,-0.016729219935474143,100,0.01
35,20,-2.875267202658874,0.24238605368621613,-0.1189726726723617,-0.013069517641263151,100,0.01
35,30,-3.151618772988906,0.24597460427018106,-0.1581047930863496,-0.014436730159258232,100,0.01
35,10,-2.5462224033051246,0.24693774942414234,-0.14990803824563625,-0.02004784424227292,100,0.1
35,20,-2.8795827485390033,0.24417977246358155,-0.11704101832367306,-0.012797128628166246,100,0.1
35,30,-3.122848006321771,0.24488881096506065,-0.13800361364374902,-0.013926545352430058,100,0.1
35,10,-2.5247827083673138,0.24139534444427976,-0.15252701462610857,-0.021127388623250243,100,0.5
35,20,-2.839150276967851,0.23992304116465388,-0.11414878631672815,-0.013260195540885719,100,0.5
35,30,-3.070293119949869,0.24361977584512493,-0.12174946993654545,-0.013626670120855756,100,0.5
35,10,-2.517507507474768,0.240131181372249,-0.14968702319787447,-0.02039512055136026,100,1.0
35,20,-2.8281400305939255,0.2386101025125721,-0.11527682380559287,-0.013541290496392081,100,1.0
35,30,-3.06737677434977,0.23316828104984816,-0.1316868023165494,-0.015268345590966716,100,1.0
35,10,-2.542019065956294,0.2420827558090088,-0.15340109901673143,-0.020563479341001334,250,0.001
35,20,-2.872390471713353,0.238378819655958,-0.1196128214846632,-0.013510367584473378,250,0.001
35,30,-3.131700785472398,0.24061190081569786,-0.15201018868688712,-0.015234008110425497,250,0.001
35,10,-2.5717290572058484,0.24389564235606476,-0.1561818594761212,-0.020604370402409616,250,0.01
35,20,-2.8789679265041137,0.23927533304890133,-0.12012810930857322,-0.013436609269259872,250,0.01
35,30,-3.1234185405049155,0.24040492733986887,-0.14676524023687518,-0.015078652618772198,250,0.01
35,10,-2.5169473176906716,0.24101923676869877,-0.14962694577615804,-0.020396503043718497,250,0.1
35,20,-2.842688168102025,0.23773694670133705,-0.11624124335479476,-0.013526461567647316,250,0.1
35,30,-3.087446821786747,0.2354249487710586,-0.1331225450366419,-0.015182657511612824,250,0.1
35,10,-2.516474940481934,0.24020719018328504,-0.15083716612481088,-0.020642234242191273,250,0.5
35,20,-2.8315165323227487,0.23731285460308554,-0.11666962809660483,-0.013810738308601408,250,0.5
35,30,-3.067937852041338,0.23507614987968703,-0.13029448622408232,-0.015071796091509482,250,0.5
35,10,-2.5151563234040313,0.2301541440005514,-0.16738439103412808,-0.024257014724756373,250,1.0
35,20,-2.8212758607057657,0.21947165403631955,-0.13363076459974615,-0.0171360343190376,250,1.0
35,30,-3.0589473089574986,0.22614260500311653,-0.13675185131370723,-0.01623990610729688,250,1.0
40,10,-5.453284847894263,0.40076689634284773,-1.1951375269016595,-0.021938956952755863,1,0.001
40,20,-7.606639829597954,0.3294555707125147,-3.0451417171202477,-0.09779375168731938,1,0.001
40,30,-9.730581186540288,0.40100796246375553,-4.737965676294706,-0.16180198713587274,1,0.001
40,10,-5.31306978165078,0.40511131808050826,-1.1241545959296642,-0.018961008421301277,1,0.01
40,20,-7.551441918157542,0.3313549987654791,-3.002174703496135,-0.09585016108445671,1,0.01
40,30,-9.650564196432125,0.3977926102724797,-4.68575160111117,-0.15949593671007506,1,0.01
40,10,-5.77979708358169,0.3901879664831506,-1.4707888895248353,-0.032296631257317146,1,0.1
40,20,-8.223095064355759,0.3512318840415616,-3.576718821206613,-0.11471867919184375,1,0.1
40,30,-10.558002302230188,0.4299573155909823,-5.390038392754073,-0.18280930866044853,1,0.1
40,10,-7.115959356523158,0.36113915490499093,-2.628495608215306,-0.07535207149736974,1,0.5
40,20,-10.458760289903648,0.4156399160770844,-5.354113697049771,-0.1762135734418667,1,0.5
40,30,-12.51727617221142,0.5047844868514787,-6.891316758946445,-0.2327613148643854,1,0.5
40,10,-9.488604577977586,0.35587262797200403,-4.526274269360522,-0.14147928499111068,1,1.0
40,20,-12.499462437527058,0.4529285980807513,-6.741580010027738,-0.22216486427724647,1,1.0
40,30,-13.944064595510715,0.5325560196965886,-7.5937308005037085,-0.25305105357600055,1,1.0
40,10,-6.584950446363996,0.3496325008901394,-1.918682732381144,-0.05543046201367646,10,0.001
40,20,-10.931399761771093,0.3624446835028798,-5.692849286672566,-0.19343573876166825,10,0.001
40,30,-13.755128006668325,0.5120643795136273,-7.882733905274262,-0.2716316806470565,10,0.001
40,10,-6.599527006736383,0.353554880850839,-1.9234219618028348,-0.05614430191029694,10,0.01
40,20,-10.896591031333193,0.36195049492709924,-5.672086156135405,-0.19283507573331743,10,0.01
40,30,-13.767704502444275,0.5128658464368907,-7.890222106580488,-0.27186462174478826,10,0.01
40,10,-6.497355644843415,0.34413082004890133,-1.8890269837732858,-0.05481935498827108,10,0.1
40,20,-10.77021020537467,0.3554234468099269,-5.59909744730526,-0.1895609299978603,10,0.1
40,30,-13.707309909573329,0.5065568461097248,-7.907556332829776,-0.2720890544637803,10,0.1
40,10,-6.889974266332407,0.3654084444047638,-2.3187803856904976,-0.06743585477652844,10,0.5
40,20,-10.686109571235926,0.3804380529140029,-5.529624244969104,-0.1847996156523127,10,0.5
40,30,-13.446561365218248,0.5120471841189072,-7.6646215121695835,-0.26292331345249187,10,0.5
40,10,-8.467278772556345,0.3368193162996455,-3.7090346869468833,-0.11310601450114796,10,1.0
40,20,-12.031976104517103,0.4298208553565225,-6.575730629618825,-0.2201279168279663,10,1.0
40,30,-14.146544029255917,0.5389653087206472,-8.032633378445556,-0.2732989848390712,10,1.0
40,10,-2.752347990687402,0.30217779394182726,-0.11162279805117818,-0.010298634677246636,50,0.001
40,20,-3.1675784613537816,0.26675800796753996,-0.19102243025776694,-0.011983935381660957,50,0.001
40,30,-3.5084220759400346,0.26152655600250324,-0.3167584135449969,-0.0176158153017657,50,0.001
40,10,-2.7540201599083476,0.30127531164289817,-0.11225858438957496,-0.010299567723674036,50,0.01
40,20,-3.185757679473622,0.26668125266989556,-0.19167194999079434,-0.012053709283105939,50,0.01
40,30,-3.504033060921917,0.26192506346105204,-0.31262901777267216,-0.01736711133399682,50,0.01
40,10,-2.7963355945887756,0.2994376522941233,-0.14501124114879918,-0.010882509635699202,50,0.1
40,20,-3.109521335983955,0.2653962417753479,-0.18705081792380648,-0.0120520248057574,50,0.1
40,30,-3.43202352929828,0.2662971185813296,-0.27046431552134553,-0.01549138904061027,50,0.1
40,10,-2.5375210911069956,0.2883832057973022,-0.10486770344648462,-0.011084657137357285,50,0.5
40,20,-2.8691269720544446,0.25899634229071383,-0.09590264098726523,-0.009434692040015406,50,0.5
40,30,-3.082151283682981,0.25321796273439423,-0.10888401497501894,-0.011472832711344558,50,0.5
40,10,-2.5409576613454563,0.29018195576526756,-0.10206284337337006,-0.010612429378385559,50,1.0
40,20,-2.861287937669066,0.25290980126131474,-0.10245499308317911,-0.010767745936044917,50,1.0
40,30,-3.077841677472462,0.24642283115897706,-0.11582866387571991,-0.012602751935950729,50,1.0
40,10,-2.5807949483991144,0.25144749983453946,-0.14779807805110445,-0.01887241280757369,100,0.001
40,20,-2.9527677591445896,0.25108390359668553,-0.1305514401193516,-0.012283496599952797,100,0.001
40,30,-3.2095927876352,0.25023374917704166,-0.1863785308222332,-0.014866620319486362,100,0.001
40,10,-2.578111401896924,0.2520526463429416,-0.14602018729538171,-0.018604617756545726,100,0.01
40,20,-2.9519688592030606,0.2505843237343491,-0.13380406413911264,-0.012509381538208391,100,0.01
40,30,-3.20319430077929,0.25007105253647366,-0.1863561272829598,-0.014935194468952723,100,0.01
40,10,-2.5672563727093194,0.24847265627640952,-0.14818430866999094,-0.019446942880900552,100,0.1
40,20,-2.888211905343449,0.2507316045950546,-0.11250819915840456,-0.011835875240278019,100,0.1
40,30,-3.1322973906880796,0.24720276683119086,-0.1478948697848003,-0.013942859068598323,100,0.1
