k,m,u_mass,c_v,c_uci,c_npmi,alpha,eta
10,10,-2.9681885641198744,0.5049570477545416,0.2685018836878313,0.0543139450612534,50,0.001
10,20,-3.317586618885225,0.4504304773954654,0.1386466621250745,0.0326649486818662,50,0.001
10,30,-3.483741327151054,0.4308833751892103,0.1070761630108457,0.0258565136472739,50,0.001
10,10,-2.96109410114278,0.4993622931628781,0.3367765935088284,0.0558752533649285,50,0.01
10,20,-3.2152847284123034,0.4292881774138949,0.120419632867222,0.0289699751350594,50,0.01
10,30,-3.4938122894913244,0.4120403727608039,0.0719759273798169,0.0220815823369546,50,0.01
10,10,-2.9916124286031573,0.4761041365618847,0.2042089781853153,0.0435188721291353,50,0.1
10,20,-3.253746699446752,0.4286873908872916,0.1575660342989663,0.0303694995953371,50,0.1
10,30,-3.4392737199851795,0.4027547517130647,0.069888558962194,0.0202129464756717,50,0.1
10,10,-3.1525789128838384,0.5006042460345138,0.2902987847398934,0.0577225534425234,50,0.5
10,20,-3.531874349710936,0.4400915998678166,0.0611548697773155,0.0322289091978556,50,0.5
10,30,-3.778616592505279,0.4173187566048751,-0.0428817592384973,0.022407588524921,50,0.5
10,10,-5.879438072024482,0.4509268207495277,-0.961448605569802,0.0059216435622367,50,1.0
10,20,-6.427676447521927,0.4417212161107542,-1.2113247573584305,-0.0173267416764221,50,1.0
10,30,-6.672704667553629,0.4621418845381712,-1.377896153522262,-0.0287405640443928,50,1.0
10,10,-2.911919561241672,0.5037169179486338,0.2857679087824737,0.0518053493038374,100,0.001
10,20,-3.2245549559021294,0.4586271097205726,0.2072886305406522,0.0376640952989994,100,0.001
10,30,-3.4983260556722517,0.4454898477501706,0.118978874107314,0.0284443985784577,100,0.001
10,10,-2.8947361469318813,0.4781432466916609,0.2636905111210247,0.0457505406345263,100,0.01
10,20,-3.2501737074969173,0.4286423376964533,0.1055209024084138,0.027863823508386,100,0.01
10,30,-3.5171727648877638,0.4208939541010389,0.0673774178236753,0.0214819175158488,100,0.01
10,10,-2.9721371395725917,0.4708539506552064,0.227019963148808,0.0475997705845569,100,0.1
10,20,-3.19521474168972,0.4202958358268259,0.1320006269242614,0.0270177530754262,100,0.1
10,30,-3.4498795569055822,0.4100705766798129,0.0882923138028313,0.0213986104439296,100,0.1
10,10,-3.239785657630449,0.4867470207594328,0.2568651397365302,0.0508845502281887,100,0.5
10,20,-4.217951131806039,0.414111257230113,-0.3444450675425247,0.0178763015442883,100,0.5
10,30,-4.464901470273,0.3996450808045577,-0.4773307651759225,0.0100616747937418,100,0.5
10,10,-4.345576513498895,0.5259520994536477,0.2420744346963154,0.0965501318629934,100,1.0
10,20,-4.902609906158138,0.4774032263171192,-0.3157339732864349,0.0502809874512265,100,1.0
10,30,-5.633398940852813,0.4504906860320804,-0.776938837082267,0.0191781385942711,100,1.0
10,10,-2.939294410521012,0.4952734718418111,0.318133058210031,0.0577858616832635,250,0.001
10,20,-3.235324049069848,0.4530294600207981,0.1979522458415537,0.0359612703929341,250,0.001
10,30,-3.485001815395566,0.4282712013367411,0.0981690284841784,0.0253557952022941,250,0.001
10,10,-2.9131069608522933,0.4633341827317094,0.2078085405980783,0.0367424593313961,250,0.01
10,20,-3.2675416771111685,0.4315836815943268,0.1211830145349418,0.0285870698286054,250,0.01
10,30,-3.453182806425308,0.4222658511722215,0.1029304257979155,0.0237371934779171,250,0.01
10,10,-2.8805303653528265,0.4681156770259804,0.2437595139918144,0.0420705125580688,250,0.1
10,20,-3.3361027587138614,0.4292649004361931,0.139260339402883,0.0303224705602297,250,0.1
10,30,-3.522448959375173,0.4097279754266279,0.0671202281768156,0.0212332545436619,250,0.1
10,10,-3.0092350093433007,0.5234839014055163,0.384881468680447,0.0639512139428668,250,0.5
10,20,-3.371886209362853,0.459406953425638,0.2160360538165026,0.0413519855821493,250,0.5
10,30,-3.781359080685644,0.4235219562240727,-0.0509465853886396,0.0228461866846108,250,0.5
10,10,-5.894866761836074,0.4617137000566291,-1.134595166672514,-0.0031847676485974,250,1.0
10,20,-6.31407938919436,0.4359238408488946,-1.3617754468320298,-0.0224880019858581,250,1.0
10,30,-6.524271783478494,0.4505959896736417,-1.405402267964107,-0.0271395214015272,250,1.0
15,10,-2.956165479973237,0.5463588206080646,0.4273145340542467,0.0701050890971593,1,0.001
15,20,-3.4010693562080565,0.4884201422288156,0.2395778950927213,0.0455425308873008,1,0.001
15,30,-3.644899450540479,0.4543833576967291,0.0819497113179585,0.0299916634386549,1,0.001
15,10,-2.9413120723021797,0.5202607444883331,0.3368339487665262,0.0618525118487992,1,0.01
15,20,-3.4014566701001825,0.469239335239046,0.1839646604184844,0.0398315804557777,1,0.01
15,30,-3.611539969355525,0.4442493661821503,0.0772676190742675,0.0274436500971373,1,0.01
15,10,-4.012911267437372,0.5299835243901198,-0.0047088262493667,0.0523449193606327,1,0.1
15,20,-4.337389622260043,0.4799893685369827,-0.2203276055663438,0.0235338094931713,1,0.1
15,30,-4.803336967504107,0.4512341425920051,-0.4471763968178541,0.0084492557271166,1,0.1
15,10,-4.60687147518914,0.5654028623428022,0.0794243676096873,0.0964911293698944,1,0.5
15,20,-5.661061444943278,0.4826342097270216,-0.7351632730927196,0.0378822598898771,1,0.5
15,30,-6.239179708732777,0.4323945733920669,-1.2606427328271297,0.0032072491387864,1,0.5
15,10,-9.407304814590256,0.4526476104975077,-2.326066003843108,-0.0340662037623691,1,1.0
15,20,-9.898806746719108,0.4996584269986555,-2.684523649597327,-0.0577429011957146,1,1.0
15,30,-10.24537664954708,0.5163927626760605,-2.9290232500718862,-0.0721439732906128,1,1.0
15,10,-2.898646754627891,0.5396191262954125,0.3835484206439555,0.0686159750437607,10,0.001
15,20,-3.310478839726137,0.4850533345783355,0.2242840162659475,0.0442141740759378,10,0.001
15,30,-3.5536867682075624,0.4543576013491458,0.1178204094288206,0.0303297577292136,10,0.001
15,10,-2.8707940614934717,0.5404709865128193,0.4511062520080238,0.0732117286439311,10,0.01
15,20,-3.31258720177919,0.4763805581558168,0.2092140062859848,0.0424442264885499,10,0.01
15,30,-3.599183298130925,0.4380777835351144,0.0468429517431337,0.0252317760337476,10,0.01
15,10,-2.94870429967888,0.5459104396762572,0.4232195208124947,0.0728752323479325,10,0.1
15,20,-3.435102647175005,0.4751623000715713,0.1807397730367769,0.0419902983442151,10,0.1
15,30,-3.6750627976224575,0.4260516161731299,0.0013962957129038,0.0243178256623371,10,0.1
15,10,-4.81689158394069,0.5542915249866666,-0.221972654172417,0.0713268146264068,10,0.5
15,20,-5.928241718703611,0.468702498450982,-1.0959905851728846,0.002447653346649,10,0.5
15,30,-6.412781698102719,0.4482307680846225,-1.4909232068395688,-0.020136573441495,10,0.5
15,10,-8.064645835796734,0.4725968062982046,-1.372782627604891,0.0154134427221976,10,1.0
15,20,-9.02706513723638,0.4932669313614345,-2.123379468852007,-0.0314280403837056,10,1.0
15,30,-9.47136924027502,0.503352829403172,-2.4493619493122254,-0.0527590295237164,10,1.0
15,10,-3.0573810925882645,0.5511745860925482,0.4114268300574261,0.0703116023507015,50,0.001
15,20,-3.517601461060426,0.4796410230723565,0.1450991270201858,0.0424568639860527,50,0.001
15,30,-3.897175734430357,0.4413278591466791,-0.086302088200823,0.0256393689764148,50,0.001
15,10,-3.177279639436867,0.5388072910542508,0.3654273171889755,0.073726644738274,50,0.01
15,20,-3.7244165314909847,0.4679898437297657,-0.088753989457223,0.0333359777153361,50,0.01
15,30,-3.942621447108353,0.4380557414118149,-0.1896321054247955,0.0208328437123231,50,0.01
15,10,-3.3258630178238264,0.511698057641642,0.216618893188554,0.0630315348536395,50,0.1
15,20,-3.733541955867709,0.461888516877307,-0.039333805140062,0.0382466814360285,50,0.1
15,30,-4.188140155270533,0.4209119074381681,-0.3309332483470425,0.0193805952322286,50,0.1
15,10,-5.068063293529362,0.523371102915731,-0.4092242104937396,0.0442721517905963,50,0.5
15,20,-5.607461991313328,0.4811978186981779,-0.8302931556247543,0.0055017634373877,50,0.5
15,30,-6.076951581840731,0.4598075085405788,-1.1209771190230882,-0.0118673518520729,50,0.5
15,10,-8.948553079340254,0.4377099257156088,-2.2111549850054217,-0.0127411942383676,50,1.0
15,20,-9.77724304750664,0.4904101183052839,-2.745315878821254,-0.0541931682089053,50,1.0
15,30,-10.230278915853216,0.5140641181703516,-2.955888690141962,-0.0734898485298118,50,1.0
15,10,-3.218156889939642,0.544386632512691,0.3009387859140605,0.0704686287953673,100,0.001
15,20,-3.647629785153477,0.4783976748831334,0.0344859062961553,0.0398081224992609,100,0.001
15,30,-3.8518179468033256,0.4432529146439922,-0.1542963142264531,0.0214482236271758,100,0.001
15,10,-3.0593194402280792,0.5384355254662101,0.3646633562957769,0.0710093553797225,100,0.01
15,20,-3.304808489668352,0.4659893409994425,0.2005180568589682,0.039053200388521,100,0.01
15,30,-3.671291800764529,0.4396870754524408,0.079138802102122,0.0286353372652513,100,0.01
15,10,-3.024997262104676,0.5287355833244831,0.3371014445765546,0.062235306263405,100,0.1
15,20,-3.410817826562799,0.4673269296731605,0.1768119538127046,0.0390106210691326,100,0.1
15,30,-3.625842644410412,0.4384199927476624,0.0542081498319534,0.0265900401883063,100,0.1
15,10,-5.210164489444054,0.5090367320414282,-0.5118658299000212,0.0439498537803712,100,0.5
15,20,-5.72795725823776,0.4816364502976709,-0.9122241660336978,0.00489951206082,100,0.5
15,30,-6.223563688233368,0.46193462551764,-1.1904481874464277,-0.0140278700566634,100,0.5
15,10,-8.005662642513625,0.437183837552398,-1.8869363401284105,0.0065960290249135,100,1.0
15,20,-8.485639183713221,0.5002302570493197,-2.216537763500203,-0.0200937686070947,100,1.0
15,30,-9.038659467407284,0.502627132970794,-2.575387723855867,-0.0487026488819748,100,1.0
15,10,-3.0339232339042392,0.5455137428818848,0.3396270951923739,0.0712416844788197,250,0.001
15,20,-3.472890544919132,0.4909206229622502,0.2281335837600164,0.0471787875261695,250,0.001
15,30,-3.771707542572592,0.4419813185361476,-0.0253019697163467,0.0270108146850852,250,0.001
15,10,-3.066944065040157,0.5190349171963777,0.3455338046520979,0.0651075005907585,250,0.01
15,20,-3.383314707635688,0.4543795029242399,0.1980932930275468,0.0381469646634568,250,0.01
15,30,-3.6902253936131424,0.4225995217060087,0.0243938044881857,0.0242475029054387,250,0.01
15,10,-2.95295080037661,0.5289699222127704,0.3852137997168702,0.0684106807040893,250,0.1
15,20,-3.50627721271357,0.4566197580790619,0.1543687815489374,0.038630509727899,250,0.1
15,30,-3.942172170017964,0.4240298061647158,-0.1676231772961034,0.0169567313029407,250,0.1
15,10,-3.0942340409282374,0.6121719978260448,1.241050557328981,0.166757184513209,250,0.5
15,20,-4.174881086448129,0.512302604644369,0.0042731157471243,0.0755580317662432,250,0.5
15,30,-5.157470121286907,0.4344934377678288,-0.8286488847824016,0.0199888377118576,250,0.5
15,10,-8.923523850369277,0.4239146920746361,-2.681016652066927,-0.0589278968333416,250,1.0
15,20,-9.29094667773153,0.4510561510405498,-2.954203589152848,-0.0782131639192174,250,1.0
15,30,-9.76932432403375,0.4855805948459665,-3.1952012053314847,-0.0920606416631507,250,1.0
20,10,-3.102370256978275,0.5734258408725421,0.4343850220681945,0.0808972689777726,1,0.001
20,20,-3.624712491364968,0.477510729765808,0.0507504232026003,0.0416149550225246,1,0.001
20,30,-3.8837244916951392,0.4395877504938069,-0.114790159529496,0.0265414451334761,1,0.001
20,10,-3.2123107763031875,0.5380626566757439,0.3508842826925959,0.069040213491549,1,0.01
20,20,-3.616780982794907,0.4754990515486811,0.0940926344991918,0.0415243110618999,1,0.01
20,30,-4.041509757088824,0.42813602240751,-0.185624297443901,0.023536887423012,1,0.01
20,10,-3.841817498200455,0.5528779711387547,0.18275708447574,0.0688107605671883,1,0.1
20,20,-4.166367095483858,0.5027366790169874,-0.0495424638039965,0.0370913400095262,1,0.1
20,30,-4.531619784199616,0.4699978377289996,-0.2873036798506851,0.0184924718804841,1,0.1
20,10,-6.6549181577037215,0.5648116309092226,-0.5137322909779851,0.0931975108841023,1,0.5
20,20,-7.313596025674431,0.5502000563237549,-1.2424088023811146,0.0333090143556517,1,0.5
20,30,-8.054853661694763,0.5194322730640932,-1.901597208481216,-0.0103095703102942,1,0.5
20,10,-11.52121265635267,0.3992578748742901,-3.532810065698218,-0.1070072795719162,1,1.0
20,20,-11.758580358998149,0.5034750715709546,-3.5969774883525654,-0.1118381778914658,1,1.0
20,30,-11.83754295473663,0.547783272006941,-3.585877422053772,-0.1137851672503222,1,1.0
20,10,-3.1968217828605026,0.5536933396309152,0.3077233317230156,0.0700967954701392,10,0.001
20,20,-3.6841440186842407,0.5053490617937136,0.1037707903969615,0.0473555316116963,10,0.001
20,30,-3.932246985893845,0.4640636995677815,-0.1153954975377037,0.0271195016478065,10,0.001
20,10,-2.992507225544116,0.5564452404093692,0.465509230422563,0.0771545160850187,10,0.01
20,20,-3.3820164178724603,0.487323001175154,0.2598334415806845,0.0457745429437027,10,0.01
20,30,-3.815183633775541,0.4444395858686342,-0.0122830123873,0.0269609351985585,10,0.01
20,10,-3.565736670331751,0.5482608747695824,0.2264469351287842,0.0675167945778914,10,0.1
20,20,-4.137729547712447,0.4716766640644832,-0.2713378751998699,0.0269793824503165,10,0.1
20,30,-4.468855593052851,0.4309552093614883,-0.5221714468381262,0.0108123370691363,10,0.1
20,10,-6.535840009117869,0.5478594643702902,-0.90913692118848,0.0510475670282381,10,0.5
20,20,-7.40560565453242,0.5116557339455199,-1.5883155334673604,0.000540689490532,10,0.5
20,30,-7.800873463329637,0.4925801425520297,-1.9635448457095173,-0.0268806324863259,10,0.5
20,10,-10.50336247884876,0.4551188692090769,-2.595593254715303,-0.0409079310907534,10,1.0
20,20,-10.980585215245975,0.5347688082822291,-3.017787857111908,-0.07105110445445,10,1.0
20,30,-11.43677666151208,0.5696535347973383,-3.2981759170733715,-0.0880536075745455,10,1.0
20,10,-3.041077238063082,0.5471228029425897,0.3964878968198306,0.072378218896356,50,0.001
20,20,-3.5520789652349856,0.4707991494048221,0.0556786483041935,0.0378586991863714,50,0.001
20,30,-3.941730070847876,0.4407653180154628,-0.1253635403323162,0.0240989232656888,50,0.001
20,10,-3.373325603876073,0.5434953600523353,0.2836206258789102,0.069825010403594,50,0.01
20,20,-3.717535996166115,0.4735284359807316,0.0394448115294205,0.0402729870028547,50,0.01
20,30,-4.183333367622023,0.4239246511839982,-0.3087819451092993,0.0165347405023675,50,0.01
20,10,-3.2159165221457378,0.5441983833210489,0.3385512936134145,0.0733133280388928,50,0.1
20,20,-3.653950965283986,0.4788962913895804,0.1267290594008914,0.0450125231311924,50,0.1
20,30,-3.9834571077959504,0.4279811207507438,-0.1452930858668144,0.023690340301248,50,0.1
20,10,-7.281449697158763,0.5137355739580796,-1.2860097129712322,0.0324926596997898,50,0.5
20,20,-7.85295899074432,0.5219278220769366,-1.906655994137644,-0.0175143886255539,50,0.5
20,30,-8.471081935292872,0.5023470031959311,-2.361193617341649,-0.0477181992223299,50,0.5
20,10,-10.970622214433522,0.4038993623963984,-3.3942099692407184,-0.0922467540340117,50,1.0
20,20,-11.504801618949026,0.510591656189862,-3.5951793877803477,-0.1094865934469604,50,1.0
20,30,-11.705861792484765,0.5528282636755676,-3.627769503134528,-0.1152113513724218,50,1.0
20,10,-3.364343643747909,0.5260941112764487,0.1426904212993857,0.0593074111485509,100,0.001
20,20,-3.910621734073228,0.4690493214456552,-0.0934966716141256,0.0376839955821275,100,0.001
20,30,-4.21885808350897,0.4349563702740363,-0.2988481430848221,0.0222132082097954,100,0.001
20,10,-3.164594973627465,0.5463313732527245,0.3713225373036893,0.0686682984933882,100,0.01
20,20,-3.694800579329319,0.4822538346670816,0.0758856300186787,0.0418324839183672,100,0.01
20,30,-3.9551122735528126,0.4417442864116426,-0.1192017361099368,0.0236861167179912,100,0.01
20,10,-3.1671394150227585,0.5642153155310292,0.4263068294172957,0.0795395199298344,100,0.1
20,20,-3.808125856318034,0.4859548078194822,0.0300134314993922,0.0438736206854035,100,0.1
20,30,-4.177771836081229,0.4253520297849579,-0.2896558749258111,0.0204392552942564,100,0.1
20,10,-4.676253422363213,0.5921998057580051,0.4968122964503226,0.1389075392458951,100,0.5
20,20,-6.0051186850357485,0.5166524944798804,-0.8660150391183642,0.0405295506530199,100,0.5
20,30,-7.177360433248109,0.4631135672758758,-1.7698775475707271,-0.0151297642247792,100,0.5
20,10,-10.337193970213942,0.3903829347141058,-3.01278575229715,-0.0509656840913201,100,1.0
20,20,-11.06645707107088,0.5127975157676026,-3.275107967943897,-0.0809077844262512,100,1.0
20,30,-11.449004602703756,0.5656516266981859,-3.4488467827583227,-0.0965254211776229,100,1.0
20,10,-3.204713784294312,0.5395119551386063,0.2550814215540045,0.0667057765064906,250,0.001
20,20,-3.777291395767992,0.4812559984463968,-0.0478419186820335,0.0381376679499516,250,0.001
20,30,-4.065637069675545,0.4515517761571942,-0.181917466765396,0.0260680638432113,250,0.001
20,10,-3.0252241671187705,0.5376976121623671,0.4199296813188052,0.0698432881311154,250,0.01
20,20,-3.4520276792319686,0.4804017692527515,0.2298634341390092,0.0447543350386439,250,0.01
20,30,-3.830046809591699,0.4336566406611963,-0.001712292308494,0.0261171722303926,250,0.01
20,10,-3.1086405496023586,0.5523014093030705,0.5094851515279983,0.0814146668690001,250,0.1
20,20,-3.4995211537894617,0.4830008521448738,0.242360938075867,0.0480671598035933,250,0.1
20,30,-3.86860867915919,0.435107033384069,-0.015847823502802,0.0274068783374603,250,0.1
20,10,-6.851108657132864,0.4986140306309757,-1.4175999685465084,0.0299848605235168,250,0.5
20,20,-7.744040361654681,0.4773505292538196,-2.151252346374324,-0.0238777568835564,250,0.5
20,30,-8.17765993083329,0.4618396042404112,-2.4743881893894097,-0.0492638863387064,250,0.5
20,10,-10.163040957055976,0.4391881050173397,-3.3040413669392827,-0.0601970829746507,250,1.0
